iteration,model,human_train_n,human_test_n,human_test_positive,human_test_negative,human_train_positive,human_train_negative,tp,fp,fn,tn,precision,recall,f1,accuracy,roc_auc,threshold,validation_f1,validation_precision,validation_recall,train_positive_rate,val_positive_rate
44,xgboost_baseline,167,48,17,31,61,106,16,10,1,21,0.6153846153846154,0.9411764705882353,0.7441860465116279,0.7708333333333334,0.8937381404174572,0.72,0.9128919860627178,0.903448275862069,0.9225352112676056,0.06806959793087232,0.06778042959427208
44,hybrid_xgboost,167,48,17,31,61,106,17,8,0,23,0.68,1.0,0.8095238095238095,0.8333333333333334,0.9373814041745729,0.74,0.9014084507042254,0.920863309352518,0.8827586206896552,0.06783446978603339,0.06921241050119331
45,rule_definition,167,48,17,31,61,106,11,4,6,27,0.7333333333333333,0.6470588235294118,0.6875,0.7916666666666666,0.7590132827324478,,,,,,
45,xgboost_baseline,167,48,17,31,61,106,12,8,5,23,0.6,0.7058823529411765,0.6486486486486487,0.7291666666666666,0.8368121442125236,0.52,0.9461756373937678,0.9175824175824175,0.9766081871345029,0.06720365472469343,0.07490144546649145
45,hybrid_xgboost,167,48,17,31,61,106,14,5,3,26,0.7368421052631579,0.8235294117647058,0.7777777777777778,0.8333333333333334,0.8956356736242883,0.8,0.9281437125748503,0.9393939393939394,0.9171597633136095,0.06648232748256792,0.07402540516863776
46,rule_definition,167,48,17,31,61,106,13,4,4,27,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.8333333333333334,0.8178368121442124,,,,,,
46,xgboost_baseline,167,48,17,31,61,106,14,8,3,23,0.6363636363636364,0.8235294117647058,0.717948717948718,0.7708333333333334,0.8975332068311196,0.64,0.9311475409836065,0.8987341772151899,0.9659863945578231,0.06929039952295767,0.06633574007220217
46,hybrid_xgboost,167,48,17,31,61,106,16,5,1,26,0.7619047619047619,0.9411764705882353,0.8421052631578947,0.875,0.954459203036053,0.68,0.89419795221843,0.8733333333333333,0.916083916083916,0.06905187835420394,0.06453068592057762
47,rule_definition,167,48,17,31,61,106,12,7,5,24,0.631578947368421,0.7058823529411765,0.6666666666666666,0.75,0.7400379506641367,,,,,,
47,xgboost_baseline,167,48,17,31,61,106,11,6,6,25,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.75,0.8481973434535104,0.82,0.9260700389105059,0.9224806201550387,0.9296875,0.07022076092062,0.06139088729016787
47,hybrid_xgboost,167,48,17,31,61,106,14,5,3,26,0.7368421052631579,0.8235294117647058,0.7777777777777778,0.8333333333333334,0.9032258064516129,0.62,0.8872180451127819,0.8613138686131386,0.9147286821705426,0.06963363081258807,0.0618705035971223
48,rule_definition,167,48,17,31,61,106,12,10,5,21,0.5454545454545454,0.7058823529411765,0.6153846153846154,0.6875,0.6916508538899432,,,,,,
48,xgboost_baseline,167,48,17,31,61,106,11,9,6,22,0.55,0.6470588235294118,0.5945945945945946,0.6875,0.8007590132827325,0.76,0.9248554913294798,0.9248554913294798,0.9248554913294798,0.0655307994757536,0.07835144927536232
48,hybrid_xgboost,167,48,17,31,61,106,12,7,5,24,0.631578947368421,0.7058823529411765,0.6666666666666666,0.75,0.8026565464895635,0.72,0.8979591836734694,0.8953488372093024,0.9005847953216374,0.06564994638389134,0.07744565217391304
49,rule_definition,167,48,17,31,61,106,13,4,4,27,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.8333333333333334,0.8178368121442124,,,,,,
49,xgboost_baseline,167,48,17,31,61,106,12,3,5,28,0.8,0.7058823529411765,0.75,0.8333333333333334,0.9089184060721063,0.78,0.9317269076305221,0.928,0.9354838709677419,0.0706267539756782,0.06051732552464617
49,hybrid_xgboost,167,48,17,31,61,106,16,8,1,23,0.6666666666666666,0.9411764705882353,0.7804878048780488,0.8125,0.935483870967742,0.36,0.9272030651340997,0.8832116788321168,0.9758064516129032,0.06992516370439664,0.06051732552464617
50,rule_definition,167,48,17,31,61,106,11,3,6,28,0.7857142857142857,0.6470588235294118,0.7096774193548387,0.8125,0.7751423149905123,,,,,,
50,xgboost_baseline,167,48,17,31,61,106,12,8,5,23,0.6,0.7058823529411765,0.6486486486486487,0.7291666666666666,0.825426944971537,0.76,0.9210526315789473,0.89171974522293,0.9523809523809523,0.06896551724137931,0.06891701828410689
50,hybrid_xgboost,167,48,17,31,61,106,13,7,4,24,0.65,0.7647058823529411,0.7027027027027027,0.7708333333333334,0.888045540796964,0.7,0.9006622516556292,0.8607594936708861,0.9444444444444444,0.0682569674067076,0.06751054852320675
51,rule_definition,167,48,17,31,61,106,13,6,4,25,0.6842105263157895,0.7647058823529411,0.7222222222222222,0.7916666666666666,0.7855787476280834,,,,,,
51,xgboost_baseline,167,48,17,31,61,106,12,10,5,21,0.5454545454545454,0.7058823529411765,0.6153846153846154,0.6875,0.8178368121442126,0.56,0.9363057324840764,0.9245283018867925,0.9483870967741935,0.06819538994386719,0.06956912028725314
51,hybrid_xgboost,167,48,17,31,61,106,13,6,4,25,0.6842105263157895,0.7647058823529411,0.7222222222222222,0.7916666666666666,0.8349146110056926,0.72,0.9266666666666666,0.9328859060402684,0.9205298013245033,0.06819538994386719,0.0677737881508079
52,rule_definition,167,48,17,31,61,106,12,7,5,24,0.631578947368421,0.7058823529411765,0.6666666666666666,0.75,0.7400379506641367,,,,,,
52,xgboost_baseline,167,48,17,31,61,106,10,6,7,25,0.625,0.5882352941176471,0.6060606060606061,0.7291666666666666,0.8197343453510436,0.78,0.9252669039145908,0.9285714285714286,0.9219858156028369,0.0687265037593985,0.06749640976543801
52,hybrid_xgboost,167,48,17,31,61,106,13,3,4,28,0.8125,0.7647058823529411,0.7878787878787878,0.8541666666666666,0.8652751423149905,0.82,0.8978102189781022,0.8978102189781022,0.8978102189781022,0.0687265037593985,0.06558161799904261
53,rule_definition,167,48,17,31,61,106,13,7,4,24,0.65,0.7647058823529411,0.7027027027027027,0.7708333333333334,0.7694497153700189,,,,,,
53,xgboost_baseline,167,48,17,31,61,106,14,7,3,24,0.6666666666666666,0.8235294117647058,0.7368421052631579,0.7916666666666666,0.8918406072106262,0.54,0.919093851132686,0.8819875776397516,0.9594594594594594,0.06822750384297033,0.06902985074626866
53,hybrid_xgboost,167,48,17,31,61,106,14,7,3,24,0.6666666666666666,0.8235294117647058,0.7368421052631579,0.7916666666666666,0.9297912713472485,0.54,0.9102564102564102,0.8765432098765432,0.9466666666666667,0.067636277639825,0.06996268656716417
54,rule_definition,167,48,17,31,61,106,12,5,5,26,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7916666666666666,0.7722960151802657,,,,,,
54,xgboost_baseline,167,48,17,31,61,106,11,5,6,26,0.6875,0.6470588235294118,0.6666666666666666,0.7708333333333334,0.8444022770398482,0.9,0.9148264984227129,0.9354838709677419,0.8950617283950617,0.06773575873623744,0.07216035634743875
54,hybrid_xgboost,167,48,17,31,61,106,14,5,3,26,0.7368421052631579,0.8235294117647058,0.7777777777777778,0.8333333333333334,0.9032258064516129,0.78,0.8909090909090909,0.8647058823529412,0.91875,0.06725706079463858,0.07126948775055679
55,rule_definition,167,48,17,31,61,106,12,5,5,26,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7916666666666666,0.7722960151802657,,,,,,
55,xgboost_baseline,167,48,17,31,61,106,11,9,6,22,0.55,0.6470588235294118,0.5945945945945946,0.6875,0.7912713472485768,0.78,0.9315068493150684,0.918918918918919,0.9444444444444444,0.06657757259142268,0.0759493670886076
55,hybrid_xgboost,167,48,17,31,61,106,11,11,6,20,0.5,0.6470588235294118,0.5641025641025641,0.6458333333333334,0.8197343453510437,0.56,0.8924731182795699,0.8426395939086294,0.9485714285714286,0.06645608067063541,0.07383966244725738
56,rule_definition,167,48,17,31,61,106,11,10,6,21,0.5238095238095238,0.6470588235294118,0.5789473684210527,0.6666666666666666,0.6622390891840607,,,,,,
56,xgboost_baseline,167,48,17,31,61,106,11,10,6,21,0.5238095238095238,0.6470588235294118,0.5789473684210527,0.6666666666666666,0.7571157495256167,0.44,0.9267015706806283,0.8805970149253731,0.9779005524861878,0.06535869041887338,0.07893589184474488
56,hybrid_xgboost,167,48,17,31,61,106,13,7,4,24,0.65,0.7647058823529411,0.7027027027027027,0.7708333333333334,0.8159392789373814,0.82,0.9121813031161473,0.9147727272727273,0.9096045197740112,0.0655994222436206,0.07719145224596598
57,rule_definition,167,48,17,31,61,106,13,9,4,22,0.5909090909090909,0.7647058823529411,0.6666666666666666,0.7291666666666666,0.7371916508538899,,,,,,
57,xgboost_baseline,167,48,17,31,61,106,16,9,1,22,0.64,0.9411764705882353,0.7619047619047619,0.7916666666666666,0.8671726755218216,0.44,0.9074626865671642,0.8539325842696629,0.9681528662420382,0.06877278250303767,0.06621678616617462
57,hybrid_xgboost,167,48,17,31,61,106,15,7,2,24,0.6818181818181818,0.8823529411764706,0.7692307692307693,0.8125,0.8747628083491461,0.62,0.8895705521472392,0.8529411764705882,0.9294871794871795,0.06877278250303767,0.0657950231969633
58,rule_definition,167,48,17,31,61,106,13,9,4,22,0.5909090909090909,0.7647058823529411,0.6666666666666666,0.7291666666666666,0.7371916508538899,,,,,,
58,xgboost_baseline,167,48,17,31,61,106,11,11,6,20,0.5,0.6470588235294118,0.5641025641025641,0.6458333333333334,0.7722960151802657,0.68,0.93125,0.93125,0.93125,0.06688844006177973,0.07326007326007326
58,hybrid_xgboost,167,48,17,31,61,106,14,11,3,20,0.56,0.8235294117647058,0.6666666666666666,0.7083333333333334,0.8330170777988615,0.7,0.9221183800623053,0.9079754601226994,0.9367088607594937,0.06700724723773316,0.07234432234432235
59,rule_definition,167,48,17,31,61,106,16,10,1,21,0.6153846153846154,0.9411764705882353,0.7441860465116279,0.7708333333333334,0.8092979127134725,,,,,,
59,xgboost_baseline,167,48,17,31,61,106,14,10,3,21,0.5833333333333334,0.8235294117647058,0.6829268292682927,0.7291666666666666,0.8500948766603416,0.76,0.9230769230769231,0.9290322580645162,0.9171974522292994,0.06846978557504874,0.06560802340158796
59,hybrid_xgboost,167,48,17,31,61,106,16,10,1,21,0.6153846153846154,0.9411764705882353,0.7441860465116279,0.7708333333333334,0.8861480075901328,0.74,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.06834795321637427,0.06727956539908066
60,rule_definition,167,48,17,31,61,106,14,11,3,20,0.56,0.8235294117647058,0.6666666666666666,0.7083333333333334,0.7343453510436433,,,,,,
60,xgboost_baseline,167,48,17,31,61,106,12,11,5,20,0.5217391304347826,0.7058823529411765,0.6,0.6666666666666666,0.8026565464895635,0.82,0.911660777385159,0.8958333333333334,0.9280575539568345,0.06915020233277791,0.06321055025011368
60,hybrid_xgboost,167,48,17,31,61,106,13,5,4,26,0.7222222222222222,0.7647058823529411,0.7428571428571429,0.8125,0.8538899430740037,0.88,0.9077490774907749,0.924812030075188,0.8913043478260869,0.06950726017614854,0.06275579809004093
61,rule_definition,167,48,17,31,61,106,13,6,4,25,0.6842105263157895,0.7647058823529411,0.7222222222222222,0.7916666666666666,0.7855787476280834,,,,,,
61,xgboost_baseline,167,48,17,31,61,106,13,7,4,24,0.65,0.7647058823529411,0.7027027027027027,0.7708333333333334,0.8975332068311195,0.84,0.8932038834951457,0.8903225806451613,0.8961038961038961,0.06778857549182271,0.07119741100323625
61,hybrid_xgboost,167,48,17,31,61,106,16,7,1,24,0.6956521739130435,0.9411764705882353,0.8,0.8333333333333334,0.9506641366223909,0.56,0.8623853211009175,0.8197674418604651,0.9096774193548387,0.06719601801374733,0.07165973185390662
62,rule_definition,167,48,17,31,61,106,14,8,3,23,0.6363636363636364,0.8235294117647058,0.717948717948718,0.7708333333333334,0.7827324478178368,,,,,,
62,xgboost_baseline,167,48,17,31,61,106,12,6,5,25,0.6666666666666666,0.7058823529411765,0.6857142857142857,0.7708333333333334,0.8500948766603417,0.84,0.9337539432176656,0.9308176100628931,0.9367088607594937,0.06751912045889101,0.07075682937751904
62,hybrid_xgboost,167,48,17,31,61,106,14,5,3,26,0.7368421052631579,0.8235294117647058,0.7777777777777778,0.8333333333333334,0.9165085388994307,0.8,0.89937106918239,0.8827160493827161,0.9166666666666666,0.06763862332695984,0.06986117330944917
63,rule_definition,167,48,17,31,61,106,12,6,5,25,0.6666666666666666,0.7058823529411765,0.6857142857142857,0.7708333333333334,0.7561669829222012,,,,,,
63,xgboost_baseline,167,48,17,31,61,106,13,6,4,25,0.6842105263157895,0.7647058823529411,0.7222222222222222,0.7916666666666666,0.9146110056925996,0.72,0.9491525423728814,0.9491525423728814,0.9491525423728814,0.06605813115541677,0.0778021978021978
63,hybrid_xgboost,167,48,17,31,61,106,17,10,0,21,0.6296296296296297,1.0,0.7727272727272727,0.7916666666666666,0.9506641366223909,0.46,0.9201101928374655,0.8835978835978836,0.9597701149425287,0.06581791976939708,0.07648351648351648
64,rule_definition,167,48,17,31,61,106,16,9,1,22,0.64,0.9411764705882353,0.7619047619047619,0.7916666666666666,0.825426944971537,,,,,,
64,xgboost_baseline,167,48,17,31,61,106,13,4,4,27,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.8333333333333334,0.8880455407969639,0.82,0.9235880398671097,0.9266666666666666,0.9205298013245033,0.06864519242369405,0.06531141868512111
64,hybrid_xgboost,167,48,17,31,61,106,15,6,2,25,0.7142857142857143,0.8823529411764706,0.7894736842105263,0.8333333333333334,0.937381404174573,0.64,0.8990228013029316,0.8846153846153846,0.9139072847682119,0.06888647605259983,0.06531141868512111
65,rule_definition,167,48,17,31,61,106,11,6,6,25,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.75,0.7267552182163187,,,,,,
65,xgboost_baseline,167,48,17,31,61,106,11,6,6,25,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.75,0.8216318785578747,0.68,0.9225589225589226,0.8954248366013072,0.9513888888888888,0.06817651179080084,0.07076167076167077
65,hybrid_xgboost,167,48,17,31,61,106,13,5,4,26,0.7222222222222222,0.7647058823529411,0.7428571428571429,0.8125,0.8671726755218216,0.74,0.89198606271777,0.8827586206896552,0.9014084507042254,0.06770954938127481,0.06977886977886978
66,rule_definition,167,48,17,31,61,106,12,5,5,26,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7916666666666666,0.7722960151802657,,,,,,
66,xgboost_baseline,167,48,17,31,61,106,13,6,4,25,0.6842105263157895,0.7647058823529411,0.7222222222222222,0.7916666666666666,0.9203036053130931,0.68,0.91875,0.901840490797546,0.9363057324840764,0.06808155478717062,0.07091237579042457
66,hybrid_xgboost,167,48,17,31,61,106,17,8,0,23,0.68,1.0,0.8095238095238095,0.8333333333333334,0.9240986717267552,0.34,0.8985507246376812,0.8288770053475936,0.9810126582278481,0.06724692977226661,0.07136404697380307
67,rule_definition,167,48,17,31,61,106,13,6,4,25,0.6842105263157895,0.7647058823529411,0.7222222222222222,0.7916666666666666,0.7855787476280834,,,,,,
67,xgboost_baseline,167,48,17,31,61,106,13,4,4,27,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.8333333333333334,0.9013282732447818,0.66,0.9032258064516129,0.9032258064516129,0.9032258064516129,0.0652095157589663,0.08017241379310344
67,hybrid_xgboost,167,48,17,31,61,106,13,2,4,29,0.8666666666666667,0.7647058823529411,0.8125,0.875,0.9089184060721062,0.8,0.9005524861878453,0.9209039548022598,0.8810810810810811,0.06484724067141649,0.07974137931034483
68,rule_definition,167,48,17,31,61,106,13,5,4,26,0.7222222222222222,0.7647058823529411,0.7428571428571429,0.8125,0.8017077798861479,,,,,,
68,xgboost_baseline,167,48,17,31,61,106,13,5,4,26,0.7222222222222222,0.7647058823529411,0.7428571428571429,0.8125,0.9278937381404175,0.84,0.9115646258503401,0.9178082191780822,0.9054054054054054,0.06887937187723055,0.0674259681093394
68,hybrid_xgboost,167,48,17,31,61,106,15,3,2,28,0.8333333333333334,0.8823529411764706,0.8571428571428571,0.8958333333333334,0.9620493358633776,0.8,0.8926174496644296,0.8866666666666667,0.8986486486486487,0.06828455864858435,0.0674259681093394
69,rule_definition,167,48,17,31,61,106,8,7,9,24,0.5333333333333333,0.47058823529411764,0.5,0.6666666666666666,0.6223908918406073,,,,,,
69,xgboost_baseline,167,48,17,31,61,106,7,5,10,26,0.5833333333333334,0.4117647058823529,0.4827586206896552,0.6875,0.7343453510436433,0.88,0.937984496124031,0.9453125,0.9307692307692308,0.07036472381845901,0.0626808100289296
69,hybrid_xgboost,167,48,17,31,61,106,13,10,4,21,0.5652173913043478,0.7647058823529411,0.65,0.7083333333333334,0.8026565464895635,0.62,0.9037037037037037,0.8591549295774648,0.953125,0.06966107658027443,0.06171648987463838
70,rule_definition,167,48,17,31,61,106,14,7,3,24,0.6666666666666666,0.8235294117647058,0.7368421052631579,0.7916666666666666,0.7988614800759013,,,,,,
70,xgboost_baseline,167,48,17,31,61,106,15,8,2,23,0.6521739130434783,0.8823529411764706,0.75,0.7916666666666666,0.9392789373814042,0.58,0.9429429429429429,0.9289940828402367,0.9573170731707317,0.0676246830092984,0.0706896551724138
70,hybrid_xgboost,167,48,17,31,61,106,16,6,1,25,0.7272727272727273,0.9411764705882353,0.8205128205128205,0.8541666666666666,0.9620493358633776,0.62,0.9221556886227545,0.9058823529411765,0.9390243902439024,0.06738316628426519,0.0706896551724138
71,rule_definition,167,48,17,31,61,106,13,5,4,26,0.7222222222222222,0.7647058823529411,0.7428571428571429,0.8125,0.8017077798861479,,,,,,
71,xgboost_baseline,167,48,17,31,61,106,13,5,4,26,0.7222222222222222,0.7647058823529411,0.7428571428571429,0.8125,0.920303605313093,0.72,0.9438943894389439,0.9407894736842105,0.9470198675496688,0.06790050689614523,0.07129367327667611
71,hybrid_xgboost,167,48,17,31,61,106,15,5,2,26,0.75,0.8823529411764706,0.8108108108108109,0.8541666666666666,0.9278937381404173,0.68,0.9084745762711864,0.9178082191780822,0.8993288590604027,0.06754685842272781,0.07034938621340887
72,rule_definition,167,48,17,31,61,106,12,5,5,26,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7916666666666666,0.7722960151802657,,,,,,
72,xgboost_baseline,167,48,17,31,61,106,12,4,5,27,0.75,0.7058823529411765,0.7272727272727273,0.8125,0.888045540796964,0.78,0.9367088607594937,0.9487179487179487,0.925,0.06798324356672651,0.07123775601068566
72,hybrid_xgboost,167,48,17,31,61,106,16,6,1,25,0.7272727272727273,0.9411764705882353,0.8205128205128205,0.8541666666666666,0.9430740037950663,0.68,0.9171974522292994,0.9171974522292994,0.9171974522292994,0.06762417713943747,0.06990204808548531
73,rule_definition,167,48,17,31,61,106,10,4,7,27,0.7142857142857143,0.5882352941176471,0.6451612903225806,0.7708333333333334,0.7296015180265656,,,,,,
73,xgboost_baseline,167,48,17,31,61,106,12,3,5,28,0.8,0.7058823529411765,0.75,0.8333333333333334,0.9127134724857685,0.68,0.9314079422382672,0.9084507042253521,0.9555555555555556,0.07047416341492255,0.06296641791044776
73,hybrid_xgboost,167,48,17,31,61,106,14,0,3,31,1.0,0.8235294117647058,0.9032258064516129,0.9375,0.9089184060721062,0.7,0.8913857677902621,0.875,0.9083969465648855,0.06988293721177723,0.06110074626865672
74,rule_definition,167,48,17,31,61,106,14,4,3,27,0.7777777777777778,0.8235294117647058,0.8,0.8541666666666666,0.8472485768500948,,,,,,
74,xgboost_baseline,167,48,17,31,61,106,14,7,3,24,0.6666666666666666,0.8235294117647058,0.7368421052631579,0.7916666666666666,0.8766603415559773,0.8,0.9342105263157895,0.9281045751633987,0.9403973509933775,0.06745520552757935,0.07322987390882638
74,hybrid_xgboost,167,48,17,31,61,106,16,7,1,24,0.6956521739130435,0.9411764705882353,0.8,0.8333333333333334,0.9240986717267553,0.7,0.932475884244373,0.90625,0.9602649006622517,0.06686965686848577,0.07322987390882638
75,rule_definition,167,48,17,31,61,106,11,6,6,25,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.75,0.7267552182163187,,,,,,
75,xgboost_baseline,167,48,17,31,61,106,12,7,5,24,0.631578947368421,0.7058823529411765,0.6666666666666666,0.75,0.8045540796963947,0.86,0.896774193548387,0.9144736842105263,0.879746835443038,0.06857555341674687,0.0690257754477938
75,hybrid_xgboost,167,48,17,31,61,106,13,8,4,23,0.6190476190476191,0.7647058823529411,0.6842105263157895,0.75,0.8140417457305503,0.8,0.8875,0.8658536585365854,0.9102564102564102,0.06809432146294514,0.06815203145478375
76,rule_definition,167,48,17,31,61,106,13,9,4,22,0.5909090909090909,0.7647058823529411,0.6666666666666666,0.7291666666666666,0.7371916508538899,,,,,,
76,xgboost_baseline,167,48,17,31,61,106,13,7,4,24,0.65,0.7647058823529411,0.7027027027027027,0.7708333333333334,0.8614800759013281,0.84,0.9337979094076655,0.9178082191780822,0.950354609929078,0.06908831908831908,0.06476802939825448
76,hybrid_xgboost,167,48,17,31,61,106,15,8,2,23,0.6521739130434783,0.8823529411764706,0.75,0.7916666666666666,0.8861480075901329,0.68,0.9139072847682119,0.8846153846153846,0.9452054794520548,0.06837606837606838,0.06706476802939826
77,rule_definition,167,48,17,31,61,106,10,8,7,23,0.5555555555555556,0.5882352941176471,0.5714285714285714,0.6875,0.6650853889943075,,,,,,
77,xgboost_baseline,167,48,17,31,61,106,8,8,9,23,0.5,0.47058823529411764,0.48484848484848486,0.6458333333333334,0.7647058823529411,0.78,0.9096774193548387,0.8757763975155279,0.9463087248322147,0.06858905897709743,0.06853725850965961
77,hybrid_xgboost,167,48,17,31,61,106,11,6,6,25,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.75,0.8235294117647058,0.6,0.9102167182662538,0.8448275862068966,0.9865771812080537,0.06799572801708793,0.06853725850965961
78,rule_definition,167,48,17,31,61,106,12,5,5,26,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7916666666666666,0.7722960151802657,,,,,,
78,xgboost_baseline,167,48,17,31,61,106,15,8,2,23,0.6521739130434783,0.8823529411764706,0.75,0.7916666666666666,0.8519924098671727,0.66,0.9182389937106918,0.9240506329113924,0.9125,0.06761904761904762,0.07269422989550205
78,hybrid_xgboost,167,48,17,31,61,106,15,7,2,24,0.6818181818181818,0.8823529411764706,0.7692307692307693,0.8125,0.8861480075901328,0.68,0.8961038961038961,0.8846153846153846,0.9078947368421053,0.06785714285714285,0.06905951840072694
79,rule_definition,167,48,17,31,61,106,11,6,6,25,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.75,0.7267552182163187,,,,,,
79,xgboost_baseline,167,48,17,31,61,106,12,8,5,23,0.6,0.7058823529411765,0.6486486486486487,0.7291666666666666,0.8557874762808348,0.46,0.9074074074074074,0.8497109826589595,0.9735099337748344,0.06925108017282765,0.06654914059056853
79,hybrid_xgboost,167,48,17,31,61,106,16,8,1,23,0.6666666666666666,0.9411764705882353,0.7804878048780488,0.8125,0.9051233396584439,0.34,0.8929663608562691,0.8295454545454546,0.9668874172185431,0.0685309649543927,0.06654914059056853
80,rule_definition,167,48,17,31,61,106,9,11,8,20,0.45,0.5294117647058824,0.4864864864864865,0.6041666666666666,0.5872865275142314,,,,,,
80,xgboost_baseline,167,48,17,31,61,106,10,7,7,24,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.7083333333333334,0.7571157495256168,0.68,0.9368421052631579,0.9319371727748691,0.9417989417989417,0.06347702510658455,0.08762169680111266
80,hybrid_xgboost,167,48,17,31,61,106,12,6,5,25,0.6666666666666666,0.7058823529411765,0.6857142857142857,0.7708333333333334,0.8064516129032258,0.76,0.9081081081081082,0.9032258064516129,0.9130434782608695,0.06371387967787778,0.08530366249420492
81,rule_definition,167,48,17,31,61,106,13,9,4,22,0.5909090909090909,0.7647058823529411,0.6666666666666666,0.7291666666666666,0.7371916508538899,,,,,,
81,xgboost_baseline,167,48,17,31,61,106,12,3,5,28,0.8,0.7058823529411765,0.75,0.8333333333333334,0.8026565464895636,0.82,0.9090909090909091,0.9398496240601504,0.8802816901408451,0.06870048480548657,0.06623134328358209
81,hybrid_xgboost,167,48,17,31,61,106,13,7,4,24,0.65,0.7647058823529411,0.7027027027027027,0.7708333333333334,0.8406072106261859,0.44,0.8825622775800712,0.8551724137931035,0.9117647058823529,0.0692917110086319,0.06343283582089553
82,rule_definition,167,48,17,31,61,106,14,5,3,26,0.7368421052631579,0.8235294117647058,0.7777777777777778,0.8333333333333334,0.8311195445920304,,,,,,
82,xgboost_baseline,167,48,17,31,61,106,12,7,5,24,0.631578947368421,0.7058823529411765,0.6666666666666666,0.75,0.8975332068311195,0.72,0.9386503067484663,0.9386503067484663,0.9386503067484663,0.06707171789373362,0.07385591300407793
82,hybrid_xgboost,167,48,17,31,61,106,14,5,3,26,0.7368421052631579,0.8235294117647058,0.7777777777777778,0.8333333333333334,0.9108159392789373,0.38,0.9017341040462428,0.8478260869565217,0.9629629629629629,0.06671431975220396,0.07340280924331671
83,rule_definition,167,48,17,31,61,106,13,4,4,27,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.8333333333333334,0.8178368121442124,,,,,,
83,xgboost_baseline,167,48,17,31,61,106,14,11,3,20,0.56,0.8235294117647058,0.6666666666666666,0.7083333333333334,0.8273244781783682,0.46,0.9250814332247557,0.8819875776397516,0.9726027397260274,0.0701120346946151,0.06347826086956522
83,hybrid_xgboost,167,48,17,31,61,106,13,6,4,25,0.6842105263157895,0.7647058823529411,0.7222222222222222,0.7916666666666666,0.8595825426944972,0.66,0.9140893470790378,0.8986486486486487,0.9300699300699301,0.06975063245392121,0.06217391304347826
84,rule_definition,167,48,17,31,61,106,12,5,5,26,0.7058823529411765,0.7058823529411765,0.7058823529411765,0.7916666666666666,0.7722960151802657,,,,,,
84,xgboost_baseline,167,48,17,31,61,106,12,9,5,22,0.5714285714285714,0.7058823529411765,0.631578947368421,0.7083333333333334,0.8330170777988615,0.56,0.9490445859872612,0.9197530864197531,0.9802631578947368,0.0692557412528556,0.06654991243432574
84,hybrid_xgboost,167,48,17,31,61,106,12,11,5,20,0.5217391304347826,0.7058823529411765,0.6,0.6666666666666666,0.8690702087286527,0.38,0.9177215189873418,0.8841463414634146,0.9539473684210527,0.06853432728147169,0.06654991243432574
85,rule_definition,167,48,17,31,61,106,14,9,3,22,0.6086956521739131,0.8235294117647058,0.7,0.75,0.7666034155597723,,,,,,
85,xgboost_baseline,167,48,17,31,61,106,15,13,2,18,0.5357142857142857,0.8823529411764706,0.6666666666666666,0.6875,0.8690702087286527,0.44,0.9368029739776952,0.9,0.9767441860465116,0.06910616478265937,0.06386138613861386
85,hybrid_xgboost,167,48,17,31,61,106,15,6,2,25,0.7142857142857143,0.8823529411764706,0.7894736842105263,0.8333333333333334,0.8975332068311196,0.8,0.9118773946360154,0.9015151515151515,0.9224806201550387,0.06910616478265937,0.06386138613861386
86,rule_definition,167,48,17,31,61,106,14,4,3,27,0.7777777777777778,0.8235294117647058,0.8,0.8541666666666666,0.8472485768500948,,,,,,
86,xgboost_baseline,167,48,17,31,61,106,16,9,1,22,0.64,0.9411764705882353,0.7619047619047619,0.7916666666666666,0.922201138519924,0.46,0.9379310344827586,0.9444444444444444,0.9315068493150684,0.06832079021636876,0.06962327134000953
86,hybrid_xgboost,167,48,17,31,61,106,16,8,1,23,0.6666666666666666,0.9411764705882353,0.7804878048780488,0.8125,0.9430740037950665,0.72,0.9219858156028369,0.9558823529411765,0.8904109589041096,0.06773283160865474,0.06962327134000953
87,rule_definition,167,48,17,31,61,106,11,4,6,27,0.7333333333333333,0.6470588235294118,0.6875,0.7916666666666666,0.7590132827324478,,,,,,
87,xgboost_baseline,167,48,17,31,61,106,14,7,3,24,0.6666666666666666,0.8235294117647058,0.7368421052631579,0.7916666666666666,0.8671726755218216,0.84,0.9342105263157895,0.8987341772151899,0.9726027397260274,0.07028523288000962,0.0636998254799302
